id,http_code_old,IPA
p_tp:f71fbccf-05b8-4d65-91e3-77b7c08e9f88,403,p_tp
r_sicili:ae06fe5c-a920-4b9c-bdee-ee972d93afa2,200,r_sicili
r_sicili:9514a913-e1ca-4bbe-b87a-439f28f08be4,200,r_sicili
r_sicili:2adce44a-723b-4b38-8f5a-d95f3cdf08f7,200,r_sicili
r_sicili:7deda062-a867-4681-9735-57ef769f929a,200,r_sicili
r_sicili:3d54359b-3ca9-4b27-9b2d-3e37dd8c351a,200,r_sicili
r_sicili:ef5c9516-1c72-4517-8afc-637e121756c7,200,r_sicili
r_sicili:d8edd242-6e58-45dd-aee1-ec8a1f6a04c3,200,r_sicili
r_sicili:bb4bae58-7550-457a-9e37-0145229e55c1,200,r_sicili
p_ag:a6b5cbfb-e336-466a-a63e-7b43282e358a,499,p_ag
p_ag:0f08d33b-0408-47d9-b06e-41f4b37189d6,499,p_ag
p_ag:25e2b419-1866-49c9-a44d-aa2ec18ef8f9,499,p_ag
p_ag:f47180a8-58b8-4cf4-b44e-0364c3d41744,499,p_ag
p_ag:735ef0b6-8ec8-49e2-903a-a882ceb9028b,499,p_ag
p_ag:fe29eacb-c32a-424d-87e4-3d54ed07a5df,499,p_ag
p_ag:025724b9-2980-4816-a461-36cd891aa475,499,p_ag
p_ag:d16b72eb-b846-4987-a593-49e8360dc341,499,p_ag
p_ag:3be68dbe-ea3f-48df-a990-a40c8bc5daad,404,p_ag
p_ag:a179204e-d96c-4a6f-8a12-5d7e00697c4a,499,p_ag
p_ag:afacfc50-8595-4239-8565-f0383fa0963a,499,p_ag
p_ag:03095fc3-8940-4840-a4ad-6c660504b6e8,499,p_ag
p_tp:d764aa59-c0cf-407c-9022-1ecacdee4994,403,p_tp
p_en:bcfcad0d-de4c-4396-9117-95df0e13b1b8,500,p_en
p_ag:db2e6f68-81fa-4e84-9c2d-e5020d3cff5f,404,p_ag
r_sicili:85191054-0e0a-4424-b446-f0def4c67b6e,000,r_sicili
p_tp:904a011a-507b-4a55-8f56-7f4222a5e6f7,000,p_tp
c_a056:20d40a6a-d2df-4dea-a996-6fcc96de2813,000,c_a056
c_a056:3520c9f7-db19-4d06-b967-8e6c9744da06,000,c_a056
p_tp:ccdfdabf-602e-46e3-95c2-1bf033a2e17d,000,p_tp
r_sicili:4095bf22-ce3b-4b30-a86c-da3cab225907,200,r_sicili
r_sicili:78b90558-f5d3-474e-97ba-a92774e8e66b,200,r_sicili
r_sicili:a46eda9b-330b-49ce-9501-d86a0a26dcdf,200,r_sicili
r_sicili:9e90012e-f06f-401a-bbe2-fb75451e7b6f,200,r_sicili
p_tp:c8f38981-0ec2-4803-bb7e-f17ee8cf4cbf,000,p_tp
r_sicili:ad15611d-676b-4cb4-b842-9834b8c53945,200,r_sicili
r_sicili:06493b9e-0fbb-45d6-a4af-46315af0abc0,200,r_sicili
r_sicili:46a9885a-c6ef-4e0b-895e-f7ce73d92518,200,r_sicili
r_sicili:3b815e80-dd4e-4758-9cd1-9df427308438,200,r_sicili
r_sicili:31d46b7f-38ad-42f6-ba5b-abafde7af2ea,200,r_sicili
r_sicili:8cd2e9cb-be9c-45bc-9fae-df7ba6c966cd,200,r_sicili
r_sicili:5353a4db-d892-463d-833f-dc9a836a95bb,200,r_sicili
r_sicili:cdf10905-e955-48da-9328-2742bfcffc9b,200,r_sicili
r_sicili:237362f9-81ac-402c-8908-62c25601c310,200,r_sicili
r_sicili:b89ee71b-fa22-4d69-b2d9-2aca7b526be7,200,r_sicili
r_sicili:21e0c96e-0929-456b-b51b-7ecd1533fae3,200,r_sicili
r_sicili:d9550fc7-e725-4dbd-a134-fb92290cf92c,200,r_sicili
r_sicili:ce2e389b-0c4d-473f-b666-3f516aeac74d,200,r_sicili
r_sicili:69e8f222-0a00-4fe5-a474-e1a15a2f23f0,200,r_sicili
r_sicili:cf664512-f871-475a-b79c-ade42ceb85a8,200,r_sicili
r_sicili:8a917db0-c1f5-4f6e-9a39-75879ef6dbd5,200,r_sicili
r_sicili:39ae4ebb-1e40-42fa-b3a4-ee10682c5011,200,r_sicili
p_tp:80fde4cd-dd6d-485d-9d6a-fcb3ef810956,000,p_tp
r_sicili:b3b0d4e0-f365-4122-8961-ff5d891c1fc7,200,r_sicili
r_sicili:662ec9f9-9d94-422f-9e8c-6eccfa46c96f,200,r_sicili
r_sicili:27de9ee8-9432-495f-b0f8-12632c89899d,200,r_sicili
r_sicili:3c0f8873-a58f-41e1-ab65-50e3d737d895,200,r_sicili
r_sicili:120de705-fef9-4d59-98ec-5469245444ca,200,r_sicili
r_sicili:be67f0f6-9c75-4a33-80e6-7d21df24f17a,200,r_sicili
r_sicili:0231dcda-f7f9-4d5a-bef4-39c66742a54b,200,r_sicili
r_sicili:c0dcac60-ea46-43e6-b1d1-76f687f9d9aa,200,r_sicili
r_sicili:a59e413f-d4b0-457c-ab6f-3cd40507479a,200,r_sicili
r_sicili:a380d591-4b75-4341-ba83-3dcdb5a2bcf3,200,r_sicili
r_sicili:94f28106-6337-48bd-b4ca-f446dd667d6e,200,r_sicili
r_sicili:d8683fef-e4db-4bc1-a53a-a4a4dca326a1,200,r_sicili
r_sicili:ed0d9f3e-6efe-41c0-a9ee-ad890f7a7185,200,r_sicili
r_sicili:ecfbf458-7f02-4503-9451-59609c643925,200,r_sicili
r_sicili:3f5e8adb-0e06-497f-8245-464541205c81,200,r_sicili
r_sicili:e8467ae1-177a-4fed-abf6-4a77ea2325b9,200,r_sicili
r_sicili:044d93df-58ff-4d58-81fa-1c5592113a56,200,r_sicili
r_sicili:55029347-22de-40fa-a89c-2f4935a1b3c3,200,r_sicili
r_sicili:b79b05d2-9aba-4054-8270-f7d3a673c94c,200,r_sicili
r_sicili:c03e4ab7-f99c-453d-ad09-66ea95eca157,200,r_sicili
r_sicili:e784b3b9-6b84-4796-aaa8-0acc4ad2202b,200,r_sicili
r_sicili:b413fb50-bb68-4092-8c57-ba9c5ad10911,200,r_sicili
r_sicili:481f3306-c765-4f25-94ae-367e9ae4a9d3,200,r_sicili
r_sicili:f1cfc687-b83f-446b-99c1-9e72f81324cd,200,r_sicili
r_sicili:a51d10f1-9865-41d3-aeaf-55657eef3ff5,200,r_sicili
r_sicili:16ea3c4e-f07b-4730-8805-55f24b261415,200,r_sicili
r_sicili:603f8492-32a0-4641-88c9-9d40c96b095a,200,r_sicili
r_sicili:4c0ab1cb-203a-46c6-8248-7a83accbf790,200,r_sicili
r_sicili:4d0c18f6-7881-4088-8b5e-5d52757150aa,200,r_sicili
r_sicili:f3b66c56-0a24-4918-9f67-52f384fe145c,200,r_sicili
r_sicili:e09fde97-4457-4d2a-bf4b-360ff6ed6558,200,r_sicili
r_sicili:9995b594-1e07-46a8-bc1c-0a3bfc4ced6f,200,r_sicili
r_sicili:49187627-822a-4723-9321-f63d50c11ae4,200,r_sicili
r_sicili:1e734d8f-8042-420f-a716-4fc44e2df7e4,200,r_sicili
r_sicili:edfe95d6-6a8d-4e78-8bff-e62bc1defc3b,200,r_sicili
r_sicili:ed80f176-2a1d-4250-aac8-deda55449270,200,r_sicili
r_sicili:f6f936a9-c450-464d-853f-2943de54b2b6,200,r_sicili
r_sicili:4bf5509e-7d5a-4f0b-a59c-17bfdcc1d9a7,200,r_sicili
r_sicili:19a670f4-8e0f-4ab1-8d32-9e532894287d,200,r_sicili
r_sicili:96c62a4f-cdbe-4ea5-91c0-89cee224c92f,200,r_sicili
r_sicili:0cf30776-af5c-4e81-a4dc-a5443b266eb8,200,r_sicili
r_sicili:24fca000-1b95-48f1-8bd3-6573bd79938c,200,r_sicili
r_sicili:6a86f8b3-060d-4365-8499-a426748b7636,200,r_sicili
r_sicili:c7b21297-54d5-4d75-b350-8e8c0e4653c7,200,r_sicili
r_sicili:6c37b872-41a1-4cee-bf6d-fc5871e41abc,200,r_sicili
r_sicili:2b0c5629-a8e7-47a1-ba49-c03feb93e0ec,200,r_sicili
r_sicili:3ee4a43a-5db3-4a63-abad-374034f5d561,200,r_sicili
r_sicili:8ae51a83-959d-42ef-bc29-3309048ffd71,200,r_sicili
r_sicili:98c94c22-2e69-4106-abfc-04041ed7fc9c,200,r_sicili
r_sicili:372ab8d8-23b0-4da5-92dc-7c154625c969,200,r_sicili
r_sicili:97e64a9f-3aa6-41d0-968e-028eff214a9f,200,r_sicili
r_sicili:d2b96cb3-6553-4609-9131-850ff04c9d3e,200,r_sicili
r_sicili:54d2a556-c36a-4921-9f49-1598b1b7da24,200,r_sicili
r_sicili:fa0fd8ec-3775-43d0-9cdc-0fd244100d39,200,r_sicili
r_sicili:a4283251-3326-41a2-ab57-9d1cf615ec02,200,r_sicili
r_sicili:5199215d-7d1b-4933-9178-764aafce9b2f,200,r_sicili
r_sicili:11c7fc31-9001-47e2-9334-90aefad5903f,200,r_sicili
r_sicili:c21f6c12-72a9-4e62-bca0-60567e820d8c,200,r_sicili
p_tp:aa99197a-db13-4f5e-a324-21ff31e311b4,403,p_tp
r_sicili:c6ef2a83-dcb3-4153-bcf7-fba267129d8a,200,r_sicili
r_sicili:d4818ee3-e14f-4220-9109-337cba689269,200,r_sicili
r_sicili:de71dcf7-f8fa-4191-9d4a-22b2efb32b2b,200,r_sicili
r_sicili:f876dcd8-3823-40b3-985d-e28ba9e12bc3,200,r_sicili
r_sicili:b1087c28-a5fc-4c4a-a7c4-71e99fc317a2,200,r_sicili
r_sicili:b1554fb4-e194-4416-a190-4b9e1a4eb490,200,r_sicili
r_sicili:a1760144-137e-4314-b658-03a425e6083e,200,r_sicili
p_tp:0e79e5ba-cd77-42b6-9376-83d5b70ac852,403,p_tp
p_tp:75c215fc-e674-4a4d-b255-731624d1bc4c,403,p_tp
r_sicili:f591730d-d633-4c01-a61e-b8c360bcfb28,200,r_sicili
r_sicili:85e6c2a0-d686-4447-b513-828841c0ef7c,200,r_sicili
r_sicili:2e4dcf8c-940c-491b-bd5a-92664c430abc,200,r_sicili
r_sicili:4192a74e-6a57-4991-96c0-88a9dea049c9,200,r_sicili
r_sicili:384da50c-27c3-4cf2-aea0-3b5049d069ff,200,r_sicili
r_sicili:7ab7a748-9db7-4bcc-83ca-c95f180fe86f,200,r_sicili
r_sicili:8f0dbfbb-b68b-4995-82c6-01a152bfa80b,200,r_sicili
r_sicili:5e148d72-21a1-4a55-afec-341e35680ac5,200,r_sicili
r_sicili:5108b3b4-2c4b-4910-8324-e5ba7f9737fd,200,r_sicili
r_sicili:09392f5a-e6b5-458a-99c5-3229fd136545,200,r_sicili
r_sicili:7880d472-f0e0-4133-bd72-0be07eeb6af2,200,r_sicili
r_sicili:cf66cdee-edd4-4531-a8b6-88ba55555c8e,200,r_sicili
r_sicili:b81914c9-f67a-4489-b989-190a01b8496d,200,r_sicili
r_sicili:c140b52b-34aa-479d-95ff-dae78956e566,200,r_sicili
r_sicili:c7e15c3f-7e37-4f01-ac66-1a994dd4f8c1,200,r_sicili
r_sicili:3208a78f-0544-4cff-b628-bd6b5fe26dd4,200,r_sicili
r_sicili:64e60d98-e4d7-4ea9-a114-cff2ff42f65f,200,r_sicili
r_sicili:e553d278-2dd9-4835-b1a7-6d24b68c0e02,200,r_sicili
r_sicili:d874d217-e50a-4ae3-995f-0ba4f75d6b9b,200,r_sicili
r_sicili:7b2a7bf3-6d4f-46a8-8450-1374a0fe632d,404,r_sicili
r_sicili:0fd6642e-4989-4c39-a4cb-a35ece402003,404,r_sicili
r_sicili:97dc4646-4fa1-445c-adc1-862c4a6af07b,200,r_sicili
r_sicili:6f59f776-2b99-45d1-891c-c7094a3cd9bd,500,r_sicili
r_sicili:81fe8d91-4861-405b-8432-5fc90c5f4f8b,200,r_sicili
r_sicili:8d37e913-7883-489e-a0b6-37d6e4d96a13,404,r_sicili
r_sicili:99848f6f-c873-4c4d-b4e8-a7f6aafbea72,200,r_sicili
r_sicili:5fd79d1b-16ac-4183-a239-493cf9f1d286,200,r_sicili
r_sicili:3fb69cba-6c73-4877-8eb9-5839bdc81658,200,r_sicili
r_sicili:76b974b5-f45c-4bba-9cf5-596588a9fae6,200,r_sicili
r_sicili:267c163a-eb78-41ab-b44c-429312260513,200,r_sicili
r_sicili:02ade552-f150-4dde-b823-ed5954bf3565,200,r_sicili
r_sicili:a34aac0e-541e-4692-849b-a171c3bda286,200,r_sicili
r_sicili:b92ddc2c-8a6e-4601-bda2-0c7c05cefc07,200,r_sicili
r_sicili:85c63b72-e51b-4acb-a36f-96bf529f21df,200,r_sicili
r_sicili:43d55dfc-f77b-4023-8ade-12c8e25b7f30,500,r_sicili
r_sicili:c923b84f-d01d-4658-a109-2edb0662ccff,404,r_sicili
r_sicili:7e80df9a-a406-49c3-bfba-49457f0a11b1,500,r_sicili
r_sicili:46e39e50-934b-4d5c-96ef-a2019f5b2db4,404,r_sicili
r_sicili:91b8c6db-e2f9-47ad-936c-3d6cbc5e7b7a,404,r_sicili
r_sicili:4724f0d1-61da-4399-84d7-de3b5388a441,500,r_sicili
r_sicili:08749641-7963-4472-b4ed-dec6788b5cf1,500,r_sicili
r_sicili:ba5ab816-395d-4779-ab0b-f27309de2ad9,500,r_sicili
r_sicili:9709de2a-2516-4723-b7c8-c98fba1e6f2f,200,r_sicili
r_sicili:9954b459-7790-4bc9-938e-612d16e4273b,200,r_sicili
r_sicili:f65a64d6-da1a-4357-be23-ad1076393b75,200,r_sicili
r_sicili:2a94d860-bce7-4a14-972b-d213ec44ef62,500,r_sicili
r_sicili:a5e21b3c-47e0-4b38-91ab-7783068aca25,500,r_sicili
r_sicili:f0f24a47-58f4-495c-959f-611a2f390283,500,r_sicili
r_sicili:43e87d8f-6009-4154-8b5c-4ad5a7c07d4d,500,r_sicili
r_sicili:743f4437-e209-40cf-97ea-1e205b6bde2f,200,r_sicili
r_sicili:15990177-b128-4f1e-8054-55c3e830a22f,404,r_sicili
r_sicili:ef3bb7f6-5fb1-455a-815c-aae2870e9b7b,200,r_sicili
r_sicili:0fe3a477-b5b5-4a47-9ce1-8f071a511dd9,200,r_sicili
r_sicili:e2b5c571-eb7b-4446-a382-10a053e002df,000,r_sicili
r_sicili:fcb54a98-2379-4341-8ca5-a329c8f4ed90,000,r_sicili
r_sicili:a4e60bc4-ceb7-4530-8260-6ef1baff98c2,000,r_sicili
r_sicili:aa3781a2-3c7d-4a32-ac9d-e8aae4195f1f,200,r_sicili
r_sicili:ed147862-9b7b-42ba-a01b-4bb4af473f78,000,r_sicili
